"Losses_1","Losses_2","Losses_3","Losses_4","Losses_5","Losses_6","Losses_7","Losses_8","Losses_9","Losses_10","Losses_11","Losses_12","Losses_13","Losses_14","Losses_15","Losses_16","Losses_17","Losses_18","Losses_19","Losses_20","Losses_21","Losses_22","Losses_23","Losses_24","Losses_25","Losses_26","Losses_27","Losses_28","Losses_29","Losses_30","Losses_31","Losses_32","Losses_33","Losses_34","Losses_35","Losses_36","Losses_37","Losses_38","Losses_39","Losses_40","Losses_41","Losses_42","Losses_43","Losses_44","Losses_45","Losses_46","Losses_47","Losses_48","Losses_49","Losses_50","Losses_51","Losses_52","Losses_53","Losses_54","Losses_55","Losses_56","Losses_57","Losses_58","Losses_59","Losses_60","Losses_61","Losses_62","Losses_63","Losses_64","Losses_65","Losses_66","Losses_67","Losses_68","Losses_69","Losses_70","Losses_71","Losses_72","Losses_73","Losses_74","Losses_75","Losses_76","Losses_77","Losses_78","Losses_79","Losses_80","Losses_81","Losses_82","Losses_83","Losses_84","Losses_85","Losses_86","Losses_87","Losses_88","Losses_89","Losses_90","Losses_91","Losses_92","Losses_93","Losses_94","Losses_95","Losses_96","Losses_97","Losses_98","Losses_99","Losses_100","Losses_101","Losses_102","Losses_103","Losses_104","Losses_105","Losses_106","Losses_107","Losses_108","Losses_109","Losses_110","Losses_111","Losses_112","Losses_113","Losses_114","Losses_115","Losses_116","Losses_117","Losses_118","Losses_119","Losses_120","Losses_121","Losses_122","Losses_123","Losses_124","Losses_125","Losses_126","Losses_127","Losses_128","Losses_129","Losses_130","Losses_131","Losses_132","Losses_133","Losses_134","Losses_135","Losses_136","Losses_137","Losses_138","Losses_139","Losses_140","Losses_141","Losses_142","Losses_143","Losses_144","Losses_145","Losses_146","Losses_147","Losses_148","Losses_149","Losses_150"
"Subj_72",0,0,0,-300,0,0,0,0,0,0,-150,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,-250,-200,0,-350,-350,-250,0,0,-150,-300,0,0,-1250,0,0,-1250,0,0,0,-200,0,-50,0,0,0,0,0,0,-250,0,0,-50,0,-50,0,0,-200,0,-250,0,-1250,0,0,-50,0,0,0,0,0,-150,-50,-50,-50,0,0,0,-50,0,0,-50,-50,0,-50,0,0,-50,-50,-50,-50,0,0,0,0,0,-50,-50,0,0,-50,-50,-50,-50,0,-50,0,-50,-50,0,-50,0,0,0,0,0,-50,-50,-50,0,0,-50,-50,-50,-50,0,-50,0,0,-50,0,0,-50,-50,-50,0,0,-50,0,-50,0,-50,0
"Subj_73",-350,0,0,-150,0,-250,0,-300,-200,0,0,0,-250,-200,-300,-350,0,0,-1250,0,0,0,0,0,0,-50,-50,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,-150,0,0,0,-250,0,-150,-50,-350,0,0,-250,0,-50,0,-200,-300,0,0,0,0,-300,0,0,0,-50,0,-50,0,0,-150,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,-200,0,0,0,-1250,-350,0,0,0,-1250,0,-250,0,0,0,0,0,0,0,-50,0,0,0,0,0,-250,0,0,0,0,0,0,0,-250,0,0,0,0,0,-50,0,0,0,0,0,0,-50,0,0,0,0,-50,-50,-50,-50
"Subj_74",0,0,0,0,0,0,-50,-250,0,0,-1250,0,-50,0,0,0,0,-250,-200,0,0,-150,0,0,0,-300,-350,0,0,0,-200,-50,-50,0,0,-50,0,0,0,0,0,0,0,0,-50,0,0,-250,0,-50,-50,0,0,0,0,0,0,0,-1250,0,0,0,0,0,-250,0,0,0,0,0,0,0,-250,0,0,0,0,-50,-50,0,0,0,0,-50,-50,-50,-50,-50,0,0,-50,-300,-150,0,-350,-50,0,-50,-50,0,-50,0,0,0,0,-50,0,0,-50,-50,0,-50,-50,-50,-50,0,0,-50,-50,-50,0,0,0,0,-50,0,0,0,0,0,0,-1250,-50,0,0,0,0,0,-50,0,0,0,-1250,-50,0,-50,0,0,0,-50
"Subj_75",0,0,-50,-200,0,-250,0,-50,0,-1250,-300,-50,0,0,0,0,0,0,0,-50,0,0,0,0,-150,0,0,-50,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,-350,-50,0,0,0,0,0,0,-250,0,0,0,-50,0,0,0,0,0,0,0,0,0,-50,0,-50,0,-50,0,-1250,0,0,0,0,0,-150,0,-1250,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,-50,-50,-50,0,0,-50,0,-50,0,-50,0,-250,-50,0,0,0,0,-50,0,0,0,-50,0,0,0,0,-250,0,0,-50,0,-50,-50,0,0,0,0,0,0,0,-50,0,0,-50,-50,0,0,0,-250,0,-50,0
"Subj_76",0,-50,-150,0,0,0,-300,0,-50,0,0,0,0,0,0,0,-1250,0,0,0,0,-250,0,-50,0,-1250,-250,0,-50,0,0,0,0,0,0,0,0,0,0,-250,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,-250,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,-50,0,0,0,-50,0,0,0,0,0,0,-200,0,0,0,0,-1250,0,0,0,0,-350,0,0,0,0,0,0,0,-250,0,-300,0,0,0,0,0,0,-50,0,0,0,0,-250,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Subj_77",0,-300,-200,0,0,0,-350,-150,-250,0,0,0,0,0,0,0,0,0,0,-50,0,-1250,0,0,0,-50,0,0,0,0,0,-50,0,0,0,-50,0,-250,0,0,0,0,0,-50,0,-250,0,0,0,0,0,0,-50,0,-200,0,0,0,-350,0,0,-50,0,-250,0,0,-50,-300,0,0,-150,0,-300,-50,0,0,-350,0,0,0,0,-250,0,0,0,-200,0,-50,0,0,-50,0,-150,0,0,0,-1250,0,0,0,-50,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,-250,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,-150,-250,0,0,0,0
"Subj_78",0,0,-50,0,0,0,-150,-50,0,0,0,0,0,-1250,0,0,-250,0,0,-250,0,0,0,0,0,0,0,0,-300,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,-200,0,-350,0,-300,0,0,0,0,-250,0,0,0,0,-1250,-50,0,0,0,0,0,0,0,0,0,0,0,-1250,0,-150,0,0,-250,-50,0,0,0,0,0,0,-1250,0,0,0,0,-250,0,0,0,0,-250,-50,0,0,0,0,0,0,0,0,0,0,0,-350,0,0,0,-200,0,0,-150,-250,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0
"Subj_79",0,-50,-350,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,-250,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,-250,-50,0,0,0,0,0,0,0,0,0,-150,0,0,0,-250,-300,0,0,0,0,-50,-50,0,0,0,0,0,0,-50,0,-50,-50,-50,0,0,-50,-50,0,0,-200,0,0,0,0,-50,0,-50,0,-50,0,0,-50,-50,-50,-50,-1250,0,0,-50,0,0,-50,0,0,0,-50,0,0,-50,-50,-300,0,-50,0,0,0,-50,-50,0,0,-50,-50,0,-50,0,-50,-250,-50,0,0,-50,0,-50,0,0,0,-50,-50,0,-50,0,-350,-50,0,-50,-50,-50,0,-50,0,0,0,0,-50,0,-50,-50
"Subj_80",0,0,-150,0,-50,0,0,0,-50,-250,0,0,0,0,0,0,0,-350,-50,0,0,0,-1250,0,-1250,0,0,0,0,0,0,0,-200,0,-50,-50,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,-50,-50,0,0,-50,-50,-50,0,0,-250,0,0,0,-50,-50,0,-50,0,-50,-50,-50,0,0,0,0,-50,-50,0,-50,-50,-50,0,0,-50,-50,0,-50,0,0,0,0,0,-50,0,-50,-50,0,-50,-50,-50,-50,-50,0,0,0,-50,0,0,-50,0,-50,-50,-50,-50,0,0,0,0,-50,0,0,-50,-50,0,0,0,-50,-50,-50,-50,0,-50,-50,0,-50,0,0,-50,0
"Subj_81",0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,-200,0,0,0,-1250,-50,0,-50,-50,-50,-50,0,0,-50,0,-300,0,0,0,-250,0,-50,0,0,0,0,0,0,0,0,0,-1250,0,0,-250,-250,-50,0,0,0,0,0,0,0,0,0,0,0,-350,0,0,0,0,0,-1250,0,0,0,0,0,0,-50,0,0,-150,-50,0,0,0,0,0,0,0,0,0,0,0,0,-350,-1250,-200,-250,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,-150,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,-1250,0,0
"Subj_82",0,0,0,0,-50,-350,0,-1250,0,0,-250,0,0,0,0,-250,0,0,0,0,0,0,0,-150,0,0,0,0,0,0,-250,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,-50,0,0,0,0,0,-300,0,-250,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,-1250,0,0,0,-50,0,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,-250,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,-250,0,-350,0,0,0,0,0,0,0,0,-50,-250
"Subj_83",0,-50,0,0,0,0,0,0,-150,0,0,0,-300,0,0,0,0,0,0,0,-50,-250,0,-350,-1250,-250,0,-200,-50,0,0,0,0,0,0,0,0,0,0,0,-350,-250,0,0,0,0,0,0,0,-150,-250,0,0,0,0,-200,0,-50,-50,0,0,0,-300,0,0,0,0,0,0,-1250,-50,0,0,0,0,0,0,-350,0,0,-150,0,-250,-50,0,0,0,-300,-50,0,0,-250,0,0,0,0,0,-200,0,0,-1250,0,0,-50,0,0,0,0,0,0,-1250,0,0,0,0,-50,0,-350,0,-50,-250,-50,0,0,-300,0,0,0,0,0,-50,0,0,0,-200,0,0,0,0,0,0,0,0,0,-50,-1250,-150,0,0,-250
"Subj_84",0,0,0,-200,0,0,0,0,0,-250,0,0,-50,0,0,-350,-1250,-50,0,0,0,0,0,0,0,0,0,-1250,-150,0,0,0,0,0,0,0,0,0,0,0,-300,0,0,-1250,0,-250,0,0,0,-50,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,-1250,-50,0,0,0,0,0,0,0,0,-1250,0,-350,0,-50,0,0,0,0,0,0,0,0,0,0,-300,0,0,-50,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,-150,0,0,-50,0,0,0,0,0,0,-1250,0,0,0,0,0,-200,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,-350,0,0,0,0,-1250,-150,0
"Subj_85",0,-150,0,0,-1250,-250,-50,-50,0,-250,-200,0,-50,0,0,0,0,0,0,0,-350,0,0,0,-50,0,-300,0,0,0,0,0,0,0,-50,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,0,-250,0,0,-50,0,-300,0,0,-50,0,0,0,-150,0,0,-50,0,0,0,0,0,0,0,0,0,-1250,0,0,0,-50,0,-250,0,0,-350,0,-50,0,0,-250,0,0,0,0,0,0,0,0,0,-250,0,0,-1250,0,0,0,-350,-300,0,0,0,0,-50,0,0,0,-250,0,0,0,0,0,0,0,-50,0,0,0,0,-250,0,0,0,0,-50,0,-1250,0,0,0
"Subj_86",0,-50,0,-1250,-250,0,-150,-50,0,-50,0,-250,-350,0,-50,0,-50,0,0,0,0,0,-50,0,0,-50,0,-50,-50,-50,0,0,-50,0,-50,-50,0,-50,-50,0,-50,0,0,-50,-50,0,-50,0,-50,0,-50,-50,-50,0,0,0,0,-50,-50,0,-50,-50,0,-50,-50,0,0,-50,0,0,0,0,-50,-50,-50,0,-50,0,-50,0,-50,0,-50,-50,0,-50,0,0,0,-50,0,-50,-50,-50,0,-50,0,0,-50,0,0,0,0,-50,-50,-50,-50,0,-50,0,-50,0,0,-50,0,0,-50,-50,-50,0,-50,0,-50,-50,-50,0,0,0,0,-50,0,-50,0,0,0,-50,-50,-50,-50,0,0,-50,0,-50,0,-50,-50,-50,0,0
"Subj_87",0,-350,-50,0,0,0,-1250,-150,-50,-50,0,-50,-250,0,0,0,-250,0,-50,0,0,0,-50,-50,-50,-50,-300,0,0,0,0,0,0,0,0,0,-50,0,0,-250,0,0,0,0,0,0,0,0,0,0,-50,-50,0,0,0,-50,0,0,-200,0,-300,-150,0,0,0,0,-50,0,-250,-350,0,0,0,0,0,0,0,-1250,0,0,0,0,0,-1250,0,0,0,0,0,-200,0,0,0,0,0,0,0,-50,0,-50,-50,-50,0,0,-50,0,-250,0,0,-50,0,0,0,-50,-50,-50,0,-50,-50,0,0,0,-50,0,0,0,0,-50,-50,0,-50,-50,-300,0,0,0,0,-1250,-1250,0,0,0,0,0,0,0,0,-50,-50,0
"Subj_88",-50,0,0,0,0,-1250,0,0,0,0,-250,0,0,0,0,-300,0,0,0,0,-50,-200,0,0,0,0,0,-250,-1250,0,0,0,0,0,0,0,-50,0,0,0,0,0,-250,0,-350,-50,0,0,0,0,0,0,-150,0,0,-50,0,0,0,0,0,0,0,0,-300,0,0,0,0,0,0,-50,-1250,0,-150,0,0,0,0,-50,0,-250,0,-50,0,-50,0,0,0,0,0,0,0,0,0,-200,0,0,0,-350,-250,0,0,-150,0,0,-50,0,0,0,0,0,0,-50,0,0,0,-1250,0,0,0,0,-350,0,0,-50,0,-250,0,0,-300,0,0,-50,-250,0,0,0,-50,0,0,0,-200,0,0,0,0,-50,-200,0
"Subj_89",0,-250,0,0,-250,0,0,-200,0,-50,0,0,0,0,-50,0,0,0,0,0,-1250,0,0,0,0,0,-350,0,0,0,0,0,-50,-1250,-300,0,0,0,-50,0,0,0,0,-150,0,0,-50,-250,0,0,0,0,0,0,-200,0,-1250,0,0,0,0,0,0,-50,0,0,-300,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,-350,0,0,0,0,0,0,0,-150,-50,-250,0,-250,0,-50,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,-250,0
"Subj_90",0,0,0,-200,0,-300,0,0,0,0,-1250,0,0,0,0,-50,0,0,0,0,0,0,-50,-150,0,0,-250,-1250,0,0,-250,-50,0,0,-50,-350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,-250,-50,0,0,-50,-50,-50,0,0,-50,-50,0,-1250,0,0,0,0,0,0,0,-150,0,0,0,0,0,0,0,0,0,-50,-50,-50,0,-50,0,-50,0,-200,0,-50,0,0,0,-50,-50,0,0,-50,-50,0,-50,0,-50,0,-50,0,0,-50,0,0,-50,0,0,0,0,0,-50,0,-350,0,-50,-50,-50,-50,-50,0,0,-50,-50,0,-50,0,-50,0,0,0,0,-50,0,-50,-50,-50,-50,0,-50,0
"Subj_91",0,0,-50,0,0,-250,0,0,0,0,0,0,0,-350,-50,-250,0,0,0,0,0,0,-50,-300,0,0,-1250,0,-250,-200,0,0,0,0,0,-50,-50,0,0,0,0,0,0,0,0,0,0,0,-150,-150,0,-1250,0,-250,0,0,0,-200,0,-50,-50,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,-50,-50,-250,0,0,-350,0,0,0,0,0,0,0,-50,0,0,0,0,-50,-300,0,0,0,0,-250,0,0,0,-50,0,0,-1250,0,-50,0,0,-250,0,-300,0,0,0,0,0,0,-50,0,-150,0,0,0,0,0,0,0,-250,0,-200,0,0,0,0,0,0,0,-250,0,0,0,0,0,0
"Subj_92",-50,0,0,0,-300,0,0,0,0,0,-50,0,0,0,-200,0,0,0,0,-1250,0,-250,-50,-150,0,-250,-50,0,-350,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,-50,0,-150,0,0,0,0,0,0,-250,-300,0,0,0,0,0,0,-1250,-200,-350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,-250,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,-50,0,0,0,0,0,-350,0,0,0,0,0,0,0,-50,-1250,-200,0,0,0,0,0,0,-250,0,-250,-50,0,0
"Subj_93",0,-350,0,0,0,-300,-250,0,0,-200,0,0,0,-1250,0,0,0,0,0,0,-250,0,-150,0,-200,-250,0,-50,0,-50,0,-50,0,0,0,0,-50,0,0,-150,-350,-300,0,0,0,0,0,0,-250,0,-300,-150,-350,0,0,0,-200,-300,-350,-50,0,0,0,0,0,0,0,0,0,-50,0,-150,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,-200,-50,0,0,-50,-50,-50,-50,0,0,-50,0,0,-50,-50,0,-50,-50,0,-50,0,-50,0,0,-50,0,-250,-250,0,0,0,0,-50,-50,-50,0,-50,-50,0,0,0,-50,0,0,-50,0,0,-50,-50,0,0,-50,-50,0,0,-50,-50,-50,0,-50,-50,0,0
"Subj_94",-250,0,0,0,-150,0,0,0,0,0,0,0,0,-250,-50,0,0,0,0,-250,-200,0,0,0,-50,0,0,0,0,0,0,0,-1250,-50,0,-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,-250,-1250,-350,0,-1250,0,-50,0,0,0,0,0,0,0,0,0,-350,0,-150,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,-50,0,-1250,0,0,-250,-50,0,0,0,0,0,0,0,0,0,-1250,-300,0,-200,-350,-50,0,0,0,0,0,0,0,0,0,0,-150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Subj_95",-50,0,0,0,0,0,0,-200,-1250,0,-250,0,-50,0,0,0,0,0,-350,-50,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,-50,0,0,0,0,0,0,-50,0,0,0,0,0,-1250,0,-50,0,0,0,0,0,0,0,-250,0,0,0,0,-250,-50,0,0,0,0,-50,0,0,0,0,0,0,0,0,-50,0,0,0,0,-250,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,-50,0,-50,-50,-50,-50,-50,0,-50,0,0,0,0,0,0,0,-250,0,0,0,-250,0,0,0,0,0,0,-50,0,-50,0,0,-50,0,-50,0
"Subj_96",0,-250,0,-300,-50,-200,-50,0,0,0,0,-50,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,-50,0,-250,0,0,0,0,0,-50,0,-50,0,0,-250,0,-350,0,0,-50,-50,0,0,-150,0,-250,0,0,0,0,0,0,0,0,0,-50,-1250,0,-50,0,0,0,0,0,0,0,-250,-150,0,0,-50,0,0,-50,0,0,0,-250,-50,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,-50,0,0,0,0,0,-250,-1250,0,0,0,0,0,0,0,0,-350,0,0,0,0,0,0,0,0,0,0,0,0,-250,-300,0,0,0,0,0,0,0,-50,0,0,0,-50,0,-200,-250
"Subj_97",0,-1250,0,0,0,-50,0,0,0,-50,0,-300,0,0,0,0,-50,0,0,0,-50,0,-200,0,-50,0,0,-150,0,0,0,0,0,0,-250,0,0,-250,0,-50,0,0,-250,-50,0,-350,0,0,0,0,0,0,0,0,-50,0,-300,0,0,-1250,-250,0,-50,0,0,0,0,0,-50,0,0,-150,0,0,0,0,0,0,0,0,0,0,-1250,-200,-50,-250,0,-50,0,0,0,0,-50,0,0,0,0,0,-350,-50,0,-50,0,0,-250,0,0,0,0,-50,0,0,-50,-50,0,0,0,0,0,0,0,0,0,-50,0,-50,0,0,0,0,0,0,0,0,0,-250,0,-50,0,0,0,0,0,-200,-250,-50,0,0,0,0
"Subj_98",0,-50,0,0,0,0,0,-150,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,-350,0,0,0,0,0,-1250,0,-50,-50,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,-250,0,-250,0,0,-300,0,0,-200,-250,0,-50,-1250,0,0,0,0,0,0,0,0,0,-1250,0,0,0,-1250,0,0,0,0,-350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0
